gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
2574249535																										38441268										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:09Z			https://www.inaturalist.org/observations/38441268				© Isaac Lord some rights reserved	Isaac Lord												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/38441268	38441268		Isaac Lord								wild									Found dead at Canal 111 while looking for chameleons. I did not kill the snake nor remove its head. It was a little over 9 feet long without the head and was not overly decmoposed												2020-02-02T19:54:00-06:00	01:54:00Z						2020/02/02 7:54 PM CST																US	Florida				Miami-Dade County, FL, USA											25.4062294819	-80.5580985631		229																																			86369714			Isaac Lord	2020-02-08T22:29:50Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563528417																										37772827										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:19Z			https://www.inaturalist.org/observations/37772827				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 29936m at the request of the observer			https://www.inaturalist.org/observations/37772827	37772827		J.D. Willson								wild									collected under permits and turned in to NPS hatchling												2014-08-16T14:34:00-05:00	19:34:00Z						2014/08/16 2:34 PM CDT																US	Florida				Miami-Dade County, US-FL, US											25.7000306924	-80.5983562108		29936																																			84313740			J.D. Willson	2020-01-20T05:24:05Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563527029																										37772829										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:16Z			https://www.inaturalist.org/observations/37772829				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/37772829	37772829		J.D. Willson								wild									collected under permits and turned in to NPS												2013-05-28T08:26:00-05:00	13:26:00Z						2013/05/28 8:26 AM CDT																US	Florida				Miami-Dade County, FL, USA											25.28367	-80.79835																																					84313742			J.D. Willson	2020-01-20T05:24:07Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563526640																										37772830										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:13Z			https://www.inaturalist.org/observations/37772830				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/37772830	37772830		J.D. Willson								wild									with regurgitated great egret. Collected under permits and turned in to NPS												2009-11-10T21:27:00-06:00	03:27:00Z						2009/11/10 9:27 PM CST																US	Florida				Monroe County, FL, USA											25.1771	-80.90308																																					84313744			J.D. Willson	2020-01-20T05:24:07Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563513487																										37735669										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:26Z			https://www.inaturalist.org/observations/37735669				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/37735669	37735669		J.D. Willson								wild									collected under permits and returned to NPS												2009-11-10T23:23:00-06:00	05:23:00Z						2009/11/10 11:23 PM CST																US	Florida				Monroe County, FL, USA											25.17133	-80.90803																																					84208483			J.D. Willson	2020-01-19T05:35:56Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563513397																										37735668										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:29Z			https://www.inaturalist.org/observations/37735668				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 29981m at the request of the observer			https://www.inaturalist.org/observations/37735668	37735668		J.D. Willson								wild									collected under permits and returned to NPS												2009-11-07T22:39:00-06:00	04:39:00Z						2009/11/07 10:39 PM CST																US	Florida				Everglades National Park, US-FL, US											25.2039985026	-80.8268827004		29981																																			84208482			J.D. Willson	2020-01-19T05:35:56Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563512203																										37735671										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:08:22Z			https://www.inaturalist.org/observations/37735671				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/37735671	37735671		J.D. Willson								wild									collected under permits and returned to NPS												2009-11-08T20:18:00-06:00	02:18:00Z						2009/11/08 8:18 PM CST																US	Florida				Monroe County, FL, USA											25.20951	-80.86083																																					84208488			J.D. Willson	2020-01-19T05:35:59Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2563499859																										37699929										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:12:40Z			https://www.inaturalist.org/observations/37699929				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 29936m at the request of the observer			https://www.inaturalist.org/observations/37699929	37699929		J.D. Willson								wild									captured under permits and turned in to NPS												2009-02-06T16:28:00-06:00	22:28:00Z						2009/02/06 4:28 PM CST																US	Florida				Florida, US											25.7777267323	-80.729211707		29936																																			84103469			J.D. Willson	2020-01-18T04:11:49Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2557807635																										37622428										http://creativecommons.org/licenses/by/4.0/			2020-05-07T15:12:42Z			https://www.inaturalist.org/observations/37622428				© John Sullivan some rights reserved	John Sullivan												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/37622428	37622428		John Sullivan								wild																					2020-01-14T05:44:00-08:00	13:44:00Z						2020/01/14 5:44 AM PST																US	Florida				Everglades National Park, Monroe, Florida, United States											25.1861666667	-80.8945388889																																					83732954			John Sullivan	2020-01-15T19:07:12Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2529291623																										36693495										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:21:54Z			https://www.inaturalist.org/observations/36693495				© David Hochadel some rights reserved	David Hochadel												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36693495	36693495		David Hochadel								wild																					2015-02-23T08:17:00-05:00	13:17:00Z						2015/02/23 8:17 AM EST																US	Florida				Miami-Dade County, FL, USA, ENP											25.4137977149	-80.6289815621		488																																			80725915			David Hochadel	2019-12-16T03:52:22Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2465303262																										36162544										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:22:09Z			https://www.inaturalist.org/observations/36162544				© snakesareprettycool some rights reserved	snakesareprettycool												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36162544	36162544		snakesareprettycool								wild									7ft long												2019-11-27T21:00:58-05:00	02:00:58Z						Wed Nov 27 2019 21:00:58 GMT-0500 (EST)																US	Florida				Everglades National Park, FL, US											25.1772262847	-80.9030702075		58																																			79109609			snakesareprettycool	2019-11-28T16:42:32Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2465134470																										36162417										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:22:20Z			https://www.inaturalist.org/observations/36162417				© snakesareprettycool some rights reserved	snakesareprettycool												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36162417	36162417		snakesareprettycool								wild									Got ran over. Around 6ft long. You can see it got some things in its tummy												2019-11-27T19:49:24-05:00	00:49:24Z						Wed Nov 27 2019 19:49:24 GMT-0500 (EST)																US	Florida				Everglades National Park, Homestead, FL, US											25.21868	-80.845795		20																																			79109207			snakesareprettycool	2019-11-28T16:37:28Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2456562106																										35585367										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:22:27Z			https://www.inaturalist.org/observations/35585367				© snakesareprettycool some rights reserved	snakesareprettycool												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35585367	35585367		snakesareprettycool								wild									A lil over 6ft												2019-11-10T22:04:09-05:00	03:04:09Z						Sun Nov 10 2019 22:04:09 GMT-0500 (EST)																US	Florida				Everglades National Park, FL, US											25.1662220509	-80.9109185941		270																																			77459236			snakesareprettycool	2019-11-11T21:55:45Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451736472																										35350568										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:22:49Z			https://www.inaturalist.org/observations/35350568				© Wayne Fidler some rights reserved	Wayne Fidler												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35350568	35350568		Wayne Fidler								wild									Third python in three nights. Biggest one yet approximately 8-9 foot.												2019-11-05T18:21:16-05:00	23:21:16Z						Tue Nov 05 2019 18:21:16 GMT-0500 (EST)																US	Florida				Everglades National Park, FL, US											25.16400833	-80.91162833		32																																			76865760			Wayne Fidler	2019-11-06T01:33:57Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451729066																										35324661										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:02Z			https://www.inaturalist.org/observations/35324661				© Wayne Fidler some rights reserved	Wayne Fidler												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35324661	35324661		Wayne Fidler								wild									Had to re add this record as the location was not correct												2019-11-02T18:24:14-04:00	22:24:14Z						Sat Nov 02 2019 18:24:14 GMT-0400 (EDT)																US	Florida				Everglades National Park, Homestead, FL, US											25.43666167	-80.71212		16																																			76798862			Wayne Fidler	2019-11-05T13:17:21Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451726022																										35317262										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:05Z			https://www.inaturalist.org/observations/35317262				© Wayne Fidler some rights reserved	Wayne Fidler												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35317262	35317262		Wayne Fidler								wild																					2019-11-04T22:53:05-05:00	03:53:05Z						Mon Nov 04 2019 22:53:05 GMT-0500 (EST)																US	Florida				Everglades National Park, FL, US											25.17820833	-80.90201667		12																																			76780629			Wayne Fidler	2019-11-05T06:04:51Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451724298																										35315495										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:08Z			https://www.inaturalist.org/observations/35315495				© J.D. Willson some rights reserved	J.D. Willson												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35315495	35315495		J.D. Willson								wild																					2015-06-12T19:43:00-05:00	00:43:00Z						2015/06/12 7:43 PM CDT																US	Florida				Miami-Dade County, FL, USA											25.4204	-80.4731222222																																					76776090			J.D. Willson	2019-11-05T04:47:23Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451683367																										35153472										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:28Z			https://www.inaturalist.org/observations/35153472				© pythonbob some rights reserved	pythonbob												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35153472	35153472		pythonbob								wild																					2018-07-06T23:42:48-04:00	03:42:48Z						Fri Jul 06 2018 23:42:48 GMT-0400 (EDT)																US	Florida				Everglades National Park, Homestead, FL, US											25.2192216667	-80.8448416667																																					76381323			pythonbob	2019-11-01T03:04:28Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2451681591																										35153502										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:19Z			https://www.inaturalist.org/observations/35153502				© pythonbob some rights reserved	pythonbob												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35153502	35153502		pythonbob								wild																					2019-04-11T21:56:03-04:00	01:56:03Z						Thu Apr 11 2019 21:56:03 GMT-0400 (EDT)																US	Florida				Everglades National Park, Homestead, FL, US											25.2182116667	-80.84652																																					76381381			pythonbob	2019-11-01T03:05:35Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2447962864																										34980159										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:32Z			https://www.inaturalist.org/observations/34980159				© pythonbob some rights reserved	pythonbob												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34980159	34980159		pythonbob								wild																					2019-10-27T17:13:03-04:00	21:13:03Z						Sun Oct 27 2019 17:13:03 GMT-0400 (EDT)																US	Florida				Everglades National Park, FL, US											25.1822489501	-80.8980569377		26																																			75936962			pythonbob	2019-10-27T21:15:44Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2445091171																										34670527										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:23:36Z			https://www.inaturalist.org/observations/34670527				© jance some rights reserved	jance												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34670527	34670527		jance								wild																					2019-10-10T00:00:00-04:00	04:00:00Z						2019/10/10 12:00 AM EDT																US	Florida				Main Park Rd., Everglades National Park, Florida, USA											25.2866155	-80.8986509		15419																																			75188643			jance	2019-10-21T02:19:30Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2444975723																										34598903										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:25:17Z			https://www.inaturalist.org/observations/34598903				© Joshua Sands some rights reserved	Joshua Sands												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30003m at the request of the observer			https://www.inaturalist.org/observations/34598903	34598903		Joshua Sands								wild																					2019-10-18T22:59:34-04:00	02:59:34Z						2019-10-18 10:59:34 PM EDT																US	Florida				Everglades National Park, Monroe County, US-FL, US											25.0519987099	-80.9678485413		30003																																			75040457			Joshua Sands	2019-10-19T19:38:46Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
2429606141																										34436087										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-07T15:25:20Z			https://www.inaturalist.org/observations/34436087				© ulicoyote some rights reserved	ulicoyote												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34436087	34436087		ulicoyote								wild																					2019-10-15T20:08:29-04:00	00:08:29Z						Tue Oct 15 2019 20:08:29 GMT-0400 (EDT)																US	Florida				Everglades National Park, Homestead, FL, US											25.256625	-80.7984083333		5																																			74645997			ulicoyote	2019-10-16T01:20:14Z				238252								Python bivittatus								Animalia	Chordata	Reptilia	Squamata	Pythonidae	Python				species									
