gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2451729066	StillImage	image/jpeg	https://static.inaturalist.org/photos/55691897/original.jpg?1572959844	https://www.inaturalist.org/photos/55691897					2019-11-02T22:24:14Z	Wayne Fidler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Fidler
2451729066	StillImage	image/jpeg	https://static.inaturalist.org/photos/55691902/original.jpg?1572959852	https://www.inaturalist.org/photos/55691902					2019-11-02T22:24:14Z	Wayne Fidler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Fidler
2451726022	StillImage	image/jpeg	https://static.inaturalist.org/photos/56087433/original.jpeg?1573452036	https://www.inaturalist.org/photos/56087433					2019-11-04T23:57:09Z	Wayne Fidler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Fidler
2451726022	StillImage	image/jpeg	https://static.inaturalist.org/photos/56087430/original.jpeg?1573452034	https://www.inaturalist.org/photos/56087430					2019-11-04T23:56:09Z	Wayne Fidler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Fidler
2451724298	StillImage	image/jpeg	https://static.inaturalist.org/photos/55676410/original.jpeg?1572928762	https://www.inaturalist.org/photos/55676410					2015-06-12T19:43:37Z	J.D. Willson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	J.D. Willson
2451683367	StillImage	image/jpeg	https://static.inaturalist.org/photos/55399699/original.jpg?1572577471	https://www.inaturalist.org/photos/55399699					2018-07-07T03:42:48Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2451681591	StillImage	image/jpeg	https://static.inaturalist.org/photos/55399747/original.jpg?1572577537	https://www.inaturalist.org/photos/55399747					2019-04-12T01:56:03Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2447962864	StillImage	image/jpeg	https://static.inaturalist.org/photos/55122586/original.jpg?1572210910	https://www.inaturalist.org/photos/55122586					2019-10-27T21:13:03Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2447962864	StillImage	image/jpeg	https://static.inaturalist.org/photos/55122567/original.jpg?1572210901	https://www.inaturalist.org/photos/55122567					2019-10-27T21:13:03Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2445091171	StillImage	image/jpeg	https://static.inaturalist.org/photos/54592476/original.jpeg?1571624310	https://www.inaturalist.org/photos/54592476					2019-10-10T00:00:17Z	jance		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jance
2444975723	StillImage	image/jpeg	https://static.inaturalist.org/photos/54467723/original.jpeg?1571513938	https://www.inaturalist.org/photos/54467723					2019-10-18T22:59:34Z	Joshua Sands		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joshua Sands
2444975723	StillImage	image/jpeg	https://static.inaturalist.org/photos/54467710/original.jpeg?1571513930	https://www.inaturalist.org/photos/54467710					2019-10-18T22:59:27Z	Joshua Sands		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joshua Sands
2429606141	StillImage	image/jpeg	https://static.inaturalist.org/photos/54196769/original.jpg?1571188817	https://www.inaturalist.org/photos/54196769					2019-10-16T00:08:29Z	ulicoyote		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ulicoyote
2429378503	StillImage	image/jpeg	https://static.inaturalist.org/photos/53229748/original.jpeg?1570225575	https://www.inaturalist.org/photos/53229748					2017-12-08T20:51:13Z	Matt Berger		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Matt Berger
2429338356	StillImage	image/jpeg	https://static.inaturalist.org/photos/53011396/original.jpeg?1569979304	https://www.inaturalist.org/photos/53011396					2014-08-03T09:45:27Z	jakescott		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jakescott
2429300499	StillImage	image/jpeg	https://static.inaturalist.org/photos/52770665/original.jpeg?1569768498	https://www.inaturalist.org/photos/52770665					2019-07-23T02:23:04Z	Adam Gabriel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Adam Gabriel
2423177230	StillImage	image/jpeg	https://static.inaturalist.org/photos/52042125/original.jpg?1569095937	https://www.inaturalist.org/photos/52042125					2019-09-20T21:33:22Z	brm85		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brm85
2423137188	StillImage	image/jpeg	https://static.inaturalist.org/photos/51759155/original.jpg?1568843773	https://www.inaturalist.org/photos/51759155					2019-09-18T21:32:39Z	ulicoyote		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ulicoyote
2331948787	StillImage	image/jpeg	https://static.inaturalist.org/photos/47442653/original.jpg?1565192078	https://www.inaturalist.org/photos/47442653					2019-06-28T00:14:34Z	Joey		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joey
2331948787	StillImage	image/jpeg	https://static.inaturalist.org/photos/47442293/original.jpg?1565191808	https://www.inaturalist.org/photos/47442293					2019-06-28T04:13:00Z	Joey		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joey
2331855660	StillImage	image/jpeg	https://static.inaturalist.org/photos/46883802/original.jpg?1564715980	https://www.inaturalist.org/photos/46883802					2019-07-15T06:51:25Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2331855660	StillImage	image/jpeg	https://static.inaturalist.org/photos/46883813/original.jpg?1564715987	https://www.inaturalist.org/photos/46883813					2019-07-15T06:51:25Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2331855058	StillImage	image/jpeg	https://static.inaturalist.org/photos/46877856/original.jpg?1564711482	https://www.inaturalist.org/photos/46877856					2019-07-13T05:27:22Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2331855058	StillImage	image/jpeg	https://static.inaturalist.org/photos/46877865/original.jpg?1564711490	https://www.inaturalist.org/photos/46877865					2019-07-13T05:27:22Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2331854350	StillImage	image/jpeg	https://static.inaturalist.org/photos/46883989/original.jpg?1564716131	https://www.inaturalist.org/photos/46883989					2019-07-25T01:48:36Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2331853333	StillImage	image/jpeg	https://static.inaturalist.org/photos/46879329/original.jpg?1564712515	https://www.inaturalist.org/photos/46879329					2019-07-31T22:49:15Z	Joe MDO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joe MDO
